Accident_Index,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Speed_limit,Year,Day_week,Sum_Casulities_by_Day
200614H026406,-1.394633,53.344687,3,1,1,2006-10-05,4,10:40,30,2006,,
200614H028906,-1.46796,53.366789,3,1,1,2006-10-05,4,15:07,30,2006,,
200614H029406,-1.49782,53.345255,3,1,1,2006-10-05,4,8:05,30,2006,,
200614H035006,-1.487324,53.393751,3,2,1,2006-10-05,4,18:00,30,2006,,
200614H049506,-1.477561,53.355955,3,1,2,2006-10-05,4,15:06,30,2006,,
2006160A01880,-0.084506,53.570703,3,2,1,2006-10-05,4,15:50,30,2006,,
2006160A02040,-0.028233,53.556393,2,2,1,2006-10-05,4,15:30,30,2006,,
2006160B01720,-0.666237,53.566289,3,2,1,2006-10-05,4,13:30,30,2006,,
2006160C02260,-0.371459,53.798251,3,3,2,2006-10-05,4,16:25,30,2006,,
2006160C02270,-0.413884,53.784527,3,3,1,2006-10-05,4,18:28,30,2006,,
2006160C02570,-0.207641,54.089144,3,2,1,2006-10-05,4,19:26,30,2006,,
2006160D02250,-0.401916,53.763962,2,1,1,2006-10-05,4,13:11,30,2006,,
2006160D02330,-0.35752,53.743046,3,1,1,2006-10-05,4,16:05,30,2006,,
2006170L10856,-0.886155,54.500717,1,2,3,2006-10-05,4,8:10,60,2006,,
2006170L10966,-1.046878,54.541815,3,2,1,2006-10-05,4,15:20,30,2006,,
2006170M11626,-1.261041,54.537561,3,2,1,2006-10-05,4,7:45,30,2006,,
2006170S11566,-1.359006,54.568677,3,3,2,2006-10-05,4,18:00,30,2006,,
2006170S41586,-1.360634,54.523929,3,2,1,2006-10-05,4,8:45,30,2006,,
200620D132401,-1.872386,52.503571,3,2,1,2006-10-05,4,12:15,30,2006,,
200620D151402,-1.841506,52.528346,3,1,1,2006-10-05,4,8:53,30,2006,,
200620E088202,-1.870843,52.426793,2,1,1,2006-10-05,4,8:45,30,2006,,
200620F105503,-1.929261,52.498134,3,2,1,2006-10-05,4,22:26,30,2006,,
200620G029002,-2.126874,52.627184,3,2,1,2006-10-05,4,17:05,40,2006,,
200620G035301,-2.120402,52.58368,3,2,1,2006-10-05,4,18:28,30,2006,,
200620G036901,-2.17437,52.571026,3,2,1,2006-10-05,4,22:30,30,2006,,
200620G037601,-2.165425,52.585783,3,1,1,2006-10-05,4,20:40,30,2006,,
200620H028301,-1.996278,52.573672,2,2,2,2006-10-05,4,20:30,30,2006,,
200620H028401,-2.006757,52.584909,3,3,1,2006-10-05,4,8:54,30,2006,,
200620H028501,-1.956735,52.571147,3,2,1,2006-10-05,4,7:33,40,2006,,
200620K044701,-1.989501,52.529441,3,1,1,2006-10-05,4,17:40,40,2006,,
200620K045101,-2.000999,52.546073,3,2,1,2006-10-05,4,18:00,30,2006,,
200620L075901,-1.758506,52.422751,3,2,3,2006-10-05,4,18:45,40,2006,,
200620L076301,-1.700629,52.456961,3,2,1,2006-10-05,4,12:10,60,2006,,
200620M026403,-1.493075,52.435397,3,1,1,2006-10-05,4,7:56,40,2006,,
200622CA53482,-2.226953,52.209347,3,2,1,2006-10-05,4,15:25,30,2006,,
200622CA53651,-2.219121,52.194078,3,2,1,2006-10-05,4,9:15,30,2006,,
200622DA51305,-2.25209,52.383981,3,2,1,2006-10-05,4,10:05,30,2006,,
200622DA51311,-2.231105,52.360649,2,2,1,2006-10-05,4,18:00,30,2006,,
200622DE51319,-1.886273,52.374126,3,1,1,2006-10-05,4,20:50,70,2006,,
200622DE51327,-1.928244,52.308439,3,2,1,2006-10-05,4,8:50,70,2006,,
200622DE51351,-2.001877,52.381373,3,1,1,2006-10-05,4,21:45,30,2006,,
200622DE51355,-2.044771,52.37606,2,2,2,2006-10-05,4,19:01,60,2006,,
200622EA35909,-2.668892,52.158311,3,2,1,2006-10-05,4,9:10,60,2006,,
200622FA48601,-2.77359,52.622389,3,4,2,2006-10-05,4,10:00,30,2006,,
200622GA42571,-2.459983,52.637417,3,4,1,2006-10-05,4,8:10,40,2006,,
200630D000320,-1.42811,52.895837,3,1,1,2006-10-05,4,11:01,30,2006,,
200630D000321,-1.478929,52.897509,3,2,1,2006-10-05,4,14:00,40,2006,,
20063102A1264,-1.159411,53.214446,3,1,1,2006-10-05,4,17:42,30,2006,,
20063102B1361,-0.783836,53.055144,3,2,1,2006-10-05,4,19:23,40,2006,,
20063102B1872,-0.938104,53.322081,3,2,1,2006-10-05,4,19:52,30,2006,,
20063102C1130,-1.170358,52.965245,2,1,1,2006-10-05,4,13:05,30,2006,,
20063102C1140,-1.144149,52.980521,3,2,1,2006-10-05,4,17:05,30,2006,,
20063102C1419,-1.164183,52.92259,3,1,1,2006-10-05,4,14:50,70,2006,,
20063102D1150,-1.149495,53.0496,3,2,1,2006-10-05,4,8:37,50,2006,,
20063102D1380,-1.28182,53.004626,3,3,2,2006-10-05,4,6:27,30,2006,,
200632C126806,0.180465,53.260125,3,2,1,2006-10-05,4,18:50,30,2006,,
200634NC02626,-0.694719,52.481605,3,2,1,2006-10-05,4,16:10,30,2006,,
200634NE04168,-0.592967,52.319771,3,2,1,2006-10-05,4,13:25,70,2006,,
200634NK02619,-0.736544,52.388915,3,2,1,2006-10-05,4,17:30,30,2006,,
200634WN02617,-0.847027,52.27694,3,1,1,2006-10-05,4,19:45,40,2006,,
200634WS02621,-1.140825,52.038487,3,2,1,2006-10-05,4,21:30,40,2006,,
200634WS02624,-0.937816,52.207033,3,2,1,2006-10-05,4,15:45,70,2006,,
200634WS02667,-1.040448,52.198202,3,2,1,2006-10-05,4,21:07,60,2006,,
200637B025161,0.896432,52.32653,3,2,1,2006-10-05,4,17:09,40,2006,,
200637B025334,0.97536,52.052151,3,3,1,2006-10-05,4,9:00,60,2006,,
200637L012873,1.708696,52.470656,3,2,1,2006-10-05,4,17:15,30,2006,,
200640D011300,-0.542859,52.071543,3,2,2,2006-10-05,4,16:45,60,2006,,
20064100A0354,0.173323,51.876703,3,2,1,2006-10-05,4,10:06,30,2006,,
20064100B0322,-0.234204,51.769056,3,2,1,2006-10-05,4,8:15,30,2006,,
20064100B0337,-0.121551,51.693122,3,2,2,2006-10-05,4,18:00,60,2006,,
20064100C0460,-0.415427,51.647368,3,2,1,2006-10-05,4,8:05,30,2006,,
20064100D0391,-0.482243,51.745725,3,2,1,2006-10-05,4,19:55,30,2006,,
20064100D0393,-0.582853,51.766314,3,2,1,2006-10-05,4,8:20,30,2006,,
20064100F4383,-0.308957,51.777709,3,2,1,2006-10-05,4,20:45,30,2006,,
200642A024605,0.573916,51.869337,3,2,1,2006-10-05,4,14:15,40,2006,,
200642C024905,0.518633,51.810729,2,2,1,2006-10-05,4,17:55,60,2006,,
200642D014405,1.155721,51.804161,3,2,1,2006-10-05,4,15:30,30,2006,,
200642E016505,0.928921,51.919759,3,2,1,2006-10-05,4,10:00,30,2006,,
200642E016605,0.936743,51.896989,3,2,1,2006-10-05,4,13:18,30,2006,,
200642F018705,0.347842,51.468928,3,2,1,2006-10-05,4,17:30,30,2006,,
200642H021205,0.761632,51.536985,3,1,1,2006-10-05,4,11:35,30,2006,,
200642I323105,0.899635,51.889636,3,2,1,2006-10-05,4,16:00,30,2006,,
200643N103056,-0.891834,51.65319,3,2,1,2006-10-05,4,17:00,30,2006,,
200643N106056,-1.027774,51.792236,3,2,1,2006-10-05,4,15:00,60,2006,,
200643P092056,-1.310621,51.604604,2,2,1,2006-10-05,4,12:00,60,2006,,
200643P097056,-1.283178,51.797397,3,2,1,2006-10-05,4,9:06,70,2006,,
200643P111056,-1.23164,51.749597,2,2,1,2006-10-05,4,18:38,30,2006,,
200643P117056,-1.271865,51.75246,3,2,1,2006-10-05,4,12:05,30,2006,,
200643P122056,-1.233575,51.746552,3,2,1,2006-10-05,4,16:20,20,2006,,
200643R074056,-0.578591,51.518621,3,2,1,2006-10-05,4,22:10,30,2006,,
200643R083056,-0.731764,51.431804,3,2,1,2006-10-05,4,15:40,30,2006,,
200643S049056,-0.763999,52.047095,2,1,3,2006-10-05,4,20:34,30,2006,,
200643S059056,-0.701736,52.152523,2,1,1,2006-10-05,4,10:20,30,2006,,
200643W076056,-0.959555,51.422538,3,1,2,2006-10-05,4,9:00,30,2006,,
200643W161056,-1.32641,51.395996,3,2,1,2006-10-05,4,9:10,30,2006,,
200645RE85072,-0.223859,51.292654,3,4,2,2006-10-05,4,14:43,40,2006,,
200645RE85073,-0.166076,51.241762,3,2,1,2006-10-05,4,11:55,30,2006,,
200645RE85185,-0.174905,51.333538,3,2,1,2006-10-05,4,11:50,40,2006,,
200645RE85204,-0.20973,51.327691,3,3,2,2006-10-05,4,6:55,40,2006,,
200645RU85359,-0.53442,51.417363,3,2,1,2006-10-05,4,7:00,30,2006,,
200645SP85092,-0.434891,51.392336,3,1,1,2006-10-05,4,7:20,30,2006,,
200645SU85404,-0.743863,51.336796,3,2,2,2006-10-05,4,21:26,30,2006,,
200645TA85190,-0.028103,51.214966,3,1,1,2006-10-05,4,18:41,40,2006,,
200645WA85087,-0.51167,51.165373,3,1,1,2006-10-05,4,7:10,60,2006,,
200645WO85156,-0.546328,51.323,3,2,1,2006-10-05,4,20:40,30,2006,,
200645WO85346,-0.579078,51.317467,3,2,1,2006-10-05,4,18:15,30,2006,,
200645WO85351,-0.579368,51.317381,3,2,1,2006-10-05,4,19:15,30,2006,,
200650A21F383,-5.300695,50.212018,3,4,1,2006-10-05,4,15:42,60,2006,,
200650A41F404,-5.108339,50.226864,3,2,1,2006-10-05,4,16:55,60,2006,,
200650B41F381,-4.701532,50.377819,3,1,1,2006-10-05,4,17:49,60,2006,,
200650B51F464,-4.461471,50.465723,2,2,1,2006-10-05,4,12:00,30,2006,,
200650D21F368,-3.438936,50.672358,3,2,1,2006-10-05,4,8:40,60,2006,,
200650E51F377,-4.049038,50.3916,2,2,1,2006-10-05,4,16:13,30,2006,,
200650E53F483,-3.923,50.388716,3,1,1,2006-10-05,4,11:45,30,2006,,
200650E53F519,-3.88853,50.367424,3,2,1,2006-10-05,4,14:10,60,2006,,
200650F27F507,-3.537134,50.389509,3,1,1,2006-10-05,4,16:10,40,2006,,
200650F41F334,-3.681854,50.582855,3,1,1,2006-10-05,4,1:00,60,2006,,
200650F41F409,-3.616788,50.53494,3,2,2,2006-10-05,4,18:00,30,2006,,
200654DE20906,-1.735166,51.576387,3,2,1,2006-10-05,4,8:27,30,2006,,
200654DN21006,-1.793867,51.583339,3,3,1,2006-10-05,4,20:47,30,2006,,
200654DN21306,-1.783835,51.568484,3,2,1,2006-10-05,4,9:00,30,2006,,
200654DW21606,-1.802159,51.568427,3,2,1,2006-10-05,4,16:45,30,2006,,
2006556B02164,-1.89616,50.771213,3,2,1,2006-10-05,4,8:38,30,2006,,
2006556E02152,-2.276973,51.041787,3,2,1,2006-10-05,4,12:09,30,2006,,
2006556P02153,-2.015003,50.776833,3,2,1,2006-10-05,4,14:43,30,2006,,
2006600AN1025,-4.631394,53.313062,3,2,1,2006-10-05,4,11:10,30,2006,,
2006600DE6019,-3.249437,53.026481,3,2,1,2006-10-05,4,16:35,60,2006,,
2006600WR7035,-3.050562,53.009435,3,2,1,2006-10-05,4,18:15,30,2006,,
200663AC17606,-3.995481,51.795865,3,1,1,2006-10-05,4,17:26,30,2006,,
200663AC17706,-4.312045,51.857511,2,2,1,2006-10-05,4,18:17,30,2006,,
200663AC18106,-4.433987,51.832297,2,3,3,2006-10-05,4,15:25,70,2006,,
200663AC19006,-4.23616,51.999353,3,3,1,2006-10-05,4,12:10,40,2006,,
200697EB02005,-4.138275,55.858005,3,1,1,2006-10-05,4,18:00,30,2006,,
200697EC01505,-4.215495,55.872726,3,2,1,2006-10-05,4,15:35,30,2006,,
200697GC02305,-4.31223,55.776215,3,2,2,2006-10-05,4,19:00,30,2006,,
200697GD01205,-4.227849,55.814893,3,1,1,2006-10-05,4,19:15,30,2006,,
200697KA01505,-4.457623,55.82112,1,2,1,2006-10-05,4,19:45,30,2006,,
200697KA06605,-4.416892,55.846555,3,2,2,2006-10-05,4,21:55,30,2006,,
200697KB01005,-4.511469,55.851491,3,2,3,2006-10-05,4,11:30,30,2006,,
200697KB42005,-4.445422,55.886168,3,2,1,2006-10-05,4,7:25,20,2006,,
200697KB70305,-4.386889,55.873116,2,1,2,2006-10-05,4,15:50,30,2006,,
200697LC00805,-4.473326,55.930101,3,2,1,2006-10-05,4,13:05,70,2006,,
200697NE01905,-3.978245,55.796694,3,3,2,2006-10-05,4,16:45,30,2006,,
2.01E+12,-2.777301,55.084803,3,3,1,2006-10-06,7,12:15,60,2006,,
2.01E+12,-2.934754,54.896862,3,1,1,2006-10-06,7,11:30,30,2006,,
2.01E+12,-3.275649,54.223726,3,2,2,2006-10-06,7,12:05,60,2006,,
2.01E+12,-3.443716,54.419841,3,2,1,2006-10-06,7,10:00,60,2006,,
2.01E+12,-2.54545,53.39828,3,2,1,2006-10-06,7,7:44,40,2006,,
2.01E+12,-2.50498,53.206363,1,1,1,2006-10-06,7,19:20,40,2006,,
2.01E+12,-2.38666,53.368248,3,2,1,2006-10-06,7,16:53,60,2006,,
2.01E+12,-2.647163,53.430941,3,2,3,2006-10-06,7,18:42,30,2006,,
2.01E+12,-2.311932,53.095559,3,2,2,2006-10-06,7,16:52,30,2006,,
2.01E+12,-2.798623,53.200082,3,2,1,2006-10-06,7,7:12,60,2006,,
2.01E+12,-1.507415,54.895145,2,2,1,2006-10-06,7,12:00,60,2006,,
2.01E+12,-1.621954,54.968346,3,2,1,2006-10-06,7,16:16,30,2006,,
2.01E+12,-1.595856,54.938427,3,2,1,2006-10-06,7,20:20,30,2006,,
2.01E+12,-2.28824,55.284367,2,2,1,2006-10-06,7,11:35,60,2006,,
2.01E+12,-1.639113,54.988348,3,2,1,2006-10-06,7,9:31,50,2006,,
2.01E+12,-1.61583,54.955386,3,1,1,2006-10-06,7,11:50,30,2006,,
2.01E+12,-2.222104,55.648335,3,1,1,2006-10-06,7,0:30,30,2006,,
2.01E+12,-1.814715,55.373347,2,2,1,2006-10-06,7,11:00,60,2006,,
2.01E+12,-1.137389,54.089515,3,2,1,2006-10-06,7,9:05,30,2006,,
2.01E+12,-1.559977,54.304989,3,2,3,2006-10-06,7,11:27,30,2006,,
2.01E+12,-1.670277,54.310374,3,2,3,2006-10-06,7,15:00,60,2006,,
2.01E+12,-0.34544,54.230354,3,3,1,2006-10-06,7,18:55,60,2006,,
2.01E+12,-2.095461,54.197635,2,2,1,2006-10-06,7,14:45,60,2006,,
2.01E+12,-1.572195,53.762076,3,2,2,2006-10-06,7,14:20,40,2006,,
2.01E+12,-1.71141,53.789816,3,1,1,2006-10-06,7,16:30,30,2006,,
2.01E+12,-1.799479,53.688069,3,3,1,2006-10-06,7,1:00,30,2006,,
2.01E+12,-1.482684,53.800103,3,2,2,2006-10-06,7,12:58,30,2006,,
2.01E+12,-1.654261,53.706703,3,2,1,2006-10-06,7,11:50,30,2006,,
2.01E+12,-1.834626,53.683898,3,3,2,2006-10-06,7,11:50,30,2006,,
2.01E+12,-1.934558,53.683455,3,1,1,2006-10-06,7,16:00,30,2006,,
2.01E+12,-1.535609,53.805893,3,1,1,2006-10-06,7,11:00,30,2006,,
2.01E+12,-1.815063,53.725665,3,2,1,2006-10-06,7,9:05,30,2006,,
2.01E+12,-1.746013,53.89128,3,2,1,2006-10-06,7,16:00,30,2006,,
2.01E+12,-1.547568,53.738796,3,2,1,2006-10-06,7,17:20,30,2006,,
2.01E+12,-2.171873,53.025548,3,2,1,2006-10-06,7,13:45,30,2006,,
2.01E+12,-2.146557,52.990433,2,1,3,2006-10-06,7,16:50,50,2006,,
2.01E+12,-2.176594,53.049722,3,2,2,2006-10-06,7,13:35,30,2006,,
2.01E+12,-2.142195,52.977494,3,2,2,2006-10-06,7,17:12,30,2006,,
2.01E+12,-2.203702,53.008957,3,1,1,2006-10-06,7,11:26,30,2006,,
2.01E+12,-2.145629,53.024414,2,2,1,2006-10-06,7,23:15,30,2006,,
2.01E+12,-2.071834,53.117161,3,2,1,2006-10-06,7,12:40,30,2006,,
2.01E+12,-2.137922,52.898392,3,2,1,2006-10-06,7,13:30,30,2006,,
2.01E+12,-2.09539,52.687895,3,2,1,2006-10-06,7,16:30,50,2006,,
2.01E+12,-1.74379,52.728381,3,2,1,2006-10-06,7,12:05,70,2006,,
2.01E+12,-1.744887,52.641811,3,2,1,2006-10-06,7,13:10,30,2006,,
2.01E+12,-1.660049,52.337191,3,3,1,2006-10-06,7,10:33,60,2006,,
2.01E+12,-1.463343,52.521662,3,1,1,2006-10-06,7,1:15,30,2006,,
2.01E+12,-1.266437,52.371005,2,2,1,2006-10-06,7,8:00,30,2006,,
2.01E+12,-1.139381,52.650108,3,2,2,2006-10-06,7,2:10,30,2006,,
2.01E+12,-1.148814,52.643883,2,1,1,2006-10-06,7,12:28,30,2006,,
2.01E+12,-1.297394,52.843804,3,2,1,2006-10-06,7,13:10,60,2006,,
2.01E+12,-0.259662,52.542359,3,1,2,2006-10-06,7,0:20,70,2006,,
2.01E+12,-0.057819,52.075517,3,2,1,2006-10-06,7,11:45,30,2006,,
2.01E+12,0.097801,52.19802,3,2,1,2006-10-06,7,11:55,30,2006,,
2.01E+12,0.156681,52.199116,3,2,2,2006-10-06,7,13:35,30,2006,,
2.01E+12,-0.392092,52.522115,3,2,1,2006-10-06,7,17:00,60,2006,,
2.01E+12,-0.2539,52.590916,3,2,1,2006-10-06,7,19:00,30,2006,,
2.01E+12,0.128594,52.205471,3,2,1,2006-10-06,7,17:45,30,2006,,
2.01E+12,1.291493,52.62107,3,2,1,2006-10-06,7,8:15,30,2006,,
2.01E+12,1.292285,52.655225,3,2,1,2006-10-06,7,20:52,30,2006,,
2.01E+12,1.722178,52.656158,3,2,1,2006-10-06,7,10:30,30,2006,,
2.01E+12,1.267659,52.648262,2,2,1,2006-10-06,7,18:45,30,2006,,
2.01E+12,1.698684,52.584666,3,2,1,2006-10-06,7,10:19,30,2006,,
2.01E+12,-1.064825,50.814453,3,2,1,2006-10-06,7,10:51,30,2006,,
2.01E+12,-1.525605,51.036476,3,2,1,2006-10-06,7,11:05,60,2006,,
2.01E+12,-0.749879,51.273913,3,2,1,2006-10-06,7,12:10,30,2006,,
2.01E+12,-1.361929,50.970052,3,2,1,2006-10-06,7,10:17,30,2006,,
2.01E+12,-1.424003,50.937192,3,2,1,2006-10-06,7,12:45,30,2006,,
2.01E+12,-1.65379,50.753299,2,2,1,2006-10-06,7,14:14,30,2006,,
2.01E+12,-0.950724,51.311945,3,3,1,2006-10-06,7,13:30,50,2006,,
2.01E+12,-1.072624,50.836368,3,2,1,2006-10-06,7,10:15,30,2006,,
2.01E+12,-1.405729,50.896993,3,2,1,2006-10-06,7,15:20,30,2006,,
2.01E+12,-1.393357,50.842343,3,3,1,2006-10-06,7,15:50,60,2006,,
2.01E+12,0.578454,51.342484,3,2,1,2006-10-06,7,18:35,50,2006,,
2.01E+12,0.06516,51.283145,2,2,3,2006-10-06,7,17:50,60,2006,,
2.01E+12,1.404167,51.337751,3,2,1,2006-10-06,7,9:50,40,2006,,
2.01E+12,1.429336,51.361304,3,1,1,2006-10-06,7,16:45,30,2006,,
2.01E+12,0.192271,51.290276,3,2,1,2006-10-06,7,10:35,30,2006,,
2.01E+12,0.748726,51.440064,1,2,3,2006-10-06,7,17:59,30,2006,,
2.01E+12,-0.134028,50.860837,3,2,1,2006-10-06,7,22:30,30,2006,,
2.01E+12,0.478834,50.90285,3,2,1,2006-10-06,7,8:52,60,2006,,
2.01E+12,-0.138712,50.821699,3,1,1,2006-10-06,7,22:10,30,2006,,
2.01E+12,0.304274,50.786896,3,2,1,2006-10-06,7,22:26,30,2006,,
2.01E+12,-0.339445,50.830485,2,2,1,2006-10-06,7,17:53,30,2006,,
2.01E+12,0.297354,50.773091,2,2,2,2006-10-06,7,19:01,30,2006,,
2.01E+12,-0.203425,51.106725,3,2,1,2006-10-06,7,19:00,30,2006,,
2.01E+12,-2.595717,51.414581,3,1,3,2006-10-06,7,22:39,30,2006,,
2.01E+12,-2.947642,51.235927,3,1,2,2006-10-06,7,15:55,70,2006,,
2.01E+12,-2.605704,51.506516,3,2,1,2006-10-06,7,18:30,30,2006,,
2.01E+12,-2.541685,51.466277,3,2,2,2006-10-06,7,13:25,30,2006,,
2.01E+12,-2.234292,51.739107,3,1,1,2006-10-06,7,17:05,30,2006,,
2.01E+12,-3.064814,51.742879,3,2,1,2006-10-06,7,18:15,30,2006,,
2.01E+12,-3.689981,51.529447,3,2,1,2006-10-06,7,13:30,30,2006,,
2.01E+12,-3.177354,51.474835,3,2,4,2006-10-06,7,12:37,30,2006,,
2.01E+12,-3.67264,51.610897,3,1,1,2006-10-06,7,23:00,50,2006,,
2.01E+12,-3.190775,51.481534,3,4,3,2006-10-06,7,10:59,30,2006,,
2.01E+12,-3.990467,51.619246,3,2,1,2006-10-06,7,8:45,30,2006,,
2.01E+12,-2.469698,56.719244,3,1,1,2006-10-06,7,22:35,30,2006,,
2.01E+12,-2.964973,56.465186,3,2,1,2006-10-06,7,12:40,30,2006,,
2.01E+12,-3.172066,55.957713,3,2,1,2006-10-06,7,15:50,30,2006,,
2.01E+12,-3.174388,55.933879,3,2,1,2006-10-06,7,12:30,30,2006,,
2.01E+12,-3.107635,55.939439,3,2,1,2006-10-06,7,21:05,30,2006,,
2.01E+12,-4.284921,56.386254,2,1,1,2006-10-06,7,2:00,30,2006,,
2.01E+12,-3.835743,56.137611,3,2,1,2006-10-06,7,9:30,30,2006,,
200601BS70292,-0.193714,51.501275,3,1,1,2006-10-06,7,11:50,30,2006,,
200601BS70302,-0.206,51.496607,3,1,1,2006-10-06,7,12:47,30,2006,,
200601CP00145,-0.099884,51.519306,3,2,1,2006-10-06,7,10:50,30,2006,,
200601CW10428,-0.14895,51.514336,3,1,1,2006-10-06,7,17:40,30,2006,,
200601CW10725,-0.189434,51.511101,3,2,1,2006-10-06,7,16:30,30,2006,,
200601CW10790,-0.152455,51.502521,3,2,2,2006-10-06,7,22:45,30,2006,,
200601EO40709,-0.142418,51.536714,3,2,1,2006-10-06,7,18:15,30,2006,,
200601FH10269,-0.206946,51.490867,2,2,1,2006-10-06,7,15:15,30,2006,,
200601GD10322,-0.096014,51.570592,3,2,2,2006-10-06,7,23:48,30,2006,,
200601GD10442,-0.073731,51.561775,3,2,1,2006-10-06,7,17:00,30,2006,,
200601GD10520,-0.077281,51.532337,3,2,1,2006-10-06,7,0:30,30,2006,,
200601JI40379,0.083919,51.573379,3,2,1,2006-10-06,7,11:10,50,2006,,
200601KD50313,0.176404,51.581952,3,1,1,2006-10-06,7,9:15,30,2006,,
200601KD50355,0.250423,51.543324,3,2,1,2006-10-06,7,11:33,30,2006,,
200601LX50477,-0.130517,51.464673,3,1,1,2006-10-06,7,15:15,30,2006,,
200601MM70508,-0.093505,51.475318,3,2,1,2006-10-06,7,13:52,30,2006,,
200601MM70600,-0.094362,51.478929,3,2,1,2006-10-06,7,0:01,30,2006,,
200601PL60406,0.022691,51.432633,3,2,1,2006-10-06,7,15:18,30,2006,,
200601PL60425,0.009453,51.468652,3,1,1,2006-10-06,7,20:09,30,2006,,
200601PL60576,-0.037216,51.454785,3,2,1,2006-10-06,7,17:27,30,2006,,
200601PY20349,0.045418,51.435745,2,1,1,2006-10-06,7,17:24,30,2006,,
200601PY20373,0.008694,51.41201,3,1,1,2006-10-06,7,12:35,30,2006,,
200601QA10245,-0.3422,51.602205,3,2,1,2006-10-06,7,20:25,30,2006,,
200601QA10285,-0.394709,51.599608,3,2,1,2006-10-06,7,11:50,30,2006,,
200601QK50327,-0.282074,51.584524,2,1,1,2006-10-06,7,12:54,30,2006,,
200601QK50332,-0.2422,51.551741,2,2,1,2006-10-06,7,14:40,30,2006,,
200601QK50349,-0.273855,51.546186,3,2,2,2006-10-06,7,0:20,30,2006,,
200601QK50399,-0.200272,51.539594,3,2,2,2006-10-06,7,17:53,30,2006,,
200601QK50429,-0.245375,51.562939,3,1,1,2006-10-06,7,23:16,30,2006,,
200601RG40333,0.067195,51.462342,2,2,1,2006-10-06,7,13:55,30,2006,,
200601RG40340,0.027339,51.462859,3,2,2,2006-10-06,7,12:30,30,2006,,
200601RG40352,0.086842,51.489063,3,2,1,2006-10-06,7,13:45,30,2006,,
200601RY10250,0.176171,51.480334,3,2,1,2006-10-06,7,23:30,30,2006,,
200601RY10271,0.165224,51.48944,3,2,1,2006-10-06,7,19:05,30,2006,,
200601RY10287,0.120778,51.431888,2,3,3,2006-10-06,7,7:25,30,2006,,
200601SX20434,-0.174746,51.629665,3,2,2,2006-10-06,7,17:30,30,2006,,
200601SX20467,-0.150993,51.606182,3,3,1,2006-10-06,7,17:37,30,2006,,
200601TC00182,-0.017639,51.617405,2,1,2,2006-10-06,7,8:53,30,2006,,
200601TD00203,-0.081409,51.416937,3,2,1,2006-10-06,7,16:00,30,2006,,
200601VW40194,-0.186295,51.415909,3,3,1,2006-10-06,7,14:20,30,2006,,
200601VW40199,-0.199401,51.419079,3,1,1,2006-10-06,7,17:00,30,2006,,
200601WW50379,-0.216059,51.44928,3,1,1,2006-10-06,7,20:34,30,2006,,
200601XD80501,-0.353795,51.509117,3,2,1,2006-10-06,7,19:00,30,2006,,
200601XH30310,-0.492125,51.48328,3,1,1,2006-10-06,7,1:30,30,2006,,
200601XH30315,-0.447814,51.553922,3,2,1,2006-10-06,7,23:00,30,2006,,
200601XH30330,-0.396103,51.514919,3,2,1,2006-10-06,7,22:01,30,2006,,
200601YE80376,-0.046309,51.64945,3,2,1,2006-10-06,7,12:30,30,2006,,
200601YE80399,-0.078363,51.629835,3,2,2,2006-10-06,7,18:40,40,2006,,
200601YE80418,-0.135773,51.611067,3,2,2,2006-10-06,7,18:00,30,2006,,
200601YR90439,-0.069845,51.592196,3,2,1,2006-10-06,7,11:03,30,2006,,
200601YR90440,-0.104929,51.564441,3,1,1,2006-10-06,7,23:45,30,2006,,
200601YR90454,-0.111262,51.599615,3,3,1,2006-10-06,7,23:10,30,2006,,
200601ZD30477,-0.105524,51.32758,3,2,1,2006-10-06,7,16:58,30,2006,,
200601ZT80258,-0.205494,51.373669,3,2,1,2006-10-06,7,10:20,30,2006,,
200604AL06098,-2.928944,53.803644,3,2,2,2006-10-06,7,10:50,60,2006,,
200604AM06101,-3.044999,53.799273,2,1,1,2006-10-06,7,23:30,30,2006,,
200604CK06070,-2.900645,53.581121,2,2,1,2006-10-06,7,14:20,60,2006,,
200604DL06081,-2.711977,53.786971,2,2,1,2006-10-06,7,9:00,30,2006,,
200604EA06191,-2.442381,53.755372,3,1,1,2006-10-06,7,20:08,50,2006,,
200604EL06085,-2.369261,53.753642,3,2,1,2006-10-06,7,11:09,30,2006,,
200604EM06017,-2.389496,53.776858,3,1,1,2006-10-06,7,17:10,30,2006,,
200604FA06105,-2.221862,53.785464,2,2,1,2006-10-06,7,20:15,30,2006,,
200604TA06131,-2.42919,53.785531,3,1,1,2006-10-06,7,17:12,70,2006,,
200605AA09004,-3.063516,53.401981,3,1,1,2006-10-06,7,20:41,30,2006,,
200605AA09114,-3.060356,53.4261,3,2,1,2006-10-06,7,19:45,30,2006,,
200605AA09218,-3.066407,53.379212,2,1,1,2006-10-06,7,17:24,30,2006,,
200605BB08786,-3.035853,53.489148,3,2,1,2006-10-06,7,23:15,30,2006,,
200605BB09031,-2.998763,53.44371,3,2,1,2006-10-06,7,10:30,40,2006,,
200605BB09082,-3.032247,53.526843,2,2,2,2006-10-06,7,9:35,70,2006,,
200605CC08796,-2.828762,53.427302,2,2,1,2006-10-06,7,9:45,30,2006,,
200605DD08936,-2.764076,53.454161,3,1,1,2006-10-06,7,18:30,30,2006,,
