Accident_Index,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Speed_limit,Year,Day_week,Sum_Casulities_by_Day
200601YR90461,-0.112316,51.60206,3,1,1,2006-02-06,6,10:00,30,2006,,
200601ZD30705,-0.103815,51.36901,2,1,1,2006-02-06,6,11:50,30,2006,,
200604AL06092,-2.795258,53.760292,3,2,1,2006-02-06,6,10:00,50,2006,,
200604AL06093,-2.892575,53.792864,2,2,1,2006-02-06,6,20:30,60,2006,,
200604AM06096,-3.055759,53.798459,3,1,2,2006-02-06,6,12:10,30,2006,,
200604BA06115,-2.804705,54.055492,3,1,1,2006-02-06,6,13:30,30,2006,,
200604CM06066,-2.601337,53.766455,2,2,8,2006-02-06,6,22:15,70,2006,,
200604CM06067,-2.664786,53.720638,3,2,1,2006-02-06,6,18:25,50,2006,,
200604DF06111,-2.696003,53.766392,3,2,1,2006-02-06,6,14:18,30,2006,,
200604EA06177,-2.484738,53.732647,3,2,1,2006-02-06,6,9:40,30,2006,,
200604FA06097,-2.252147,53.77363,3,2,2,2006-02-06,6,21:10,40,2006,,
200605AA08618,-3.094426,53.340395,3,2,1,2006-02-06,6,18:50,30,2006,,
200605BB08667,-2.980462,53.472806,3,2,1,2006-02-06,6,20:10,30,2006,,
200605CC09060,-2.859804,53.414318,3,2,1,2006-02-06,6,18:45,30,2006,,
200605CC09879,-2.877382,53.464259,3,2,1,2006-02-06,6,17:10,40,2006,,
200605DD08604,-2.696824,53.421223,3,2,3,2006-02-06,6,20:55,60,2006,,
200605FF08862,-2.925688,53.399713,3,2,1,2006-02-06,6,12:56,30,2006,,
200606A050854,-2.238939,53.478028,3,1,2,2006-02-06,6,11:27,30,2006,,
200606AN50951,-2.246619,53.529067,3,2,2,2006-02-06,6,14:52,30,2006,,
200606B050896,-2.206998,53.447526,3,2,1,2006-02-06,6,22:15,30,2006,,
200606B050916,-2.225851,53.453424,3,2,3,2006-02-06,6,16:20,30,2006,,
200606B050964,-2.1983,53.455091,3,2,5,2006-02-06,6,14:15,30,2006,,
200606C051236,-2.255046,53.425051,3,3,1,2006-02-06,6,0:30,30,2006,,
200606F050852,-2.325814,53.489058,3,3,1,2006-02-06,6,17:05,30,2006,,
200606G050863,-2.097181,53.490541,3,1,1,2006-02-06,6,15:00,30,2006,,
200606G051484,-2.054779,53.451558,3,2,1,2006-02-06,6,6:15,30,2006,,
200606J050840,-2.209983,53.411566,3,2,1,2006-02-06,6,17:35,30,2006,,
200606K050875,-2.530496,53.562212,3,2,2,2006-02-06,6,14:51,40,2006,,
200606K050878,-2.371236,53.547262,3,1,1,2006-02-06,6,23:45,30,2006,,
200606L050887,-2.636194,53.543,3,1,1,2006-02-06,6,20:25,30,2006,,
200606L050903,-2.501544,53.526921,3,2,1,2006-02-06,6,9:30,30,2006,,
200606M051073,-2.320666,53.425971,3,1,1,2006-02-06,6,10:40,30,2006,,
200606M051074,-2.350322,53.390382,3,2,1,2006-02-06,6,12:30,30,2006,,
200606P051345,-2.138031,53.630902,2,2,1,2006-02-06,6,7:50,40,2006,,
200606Q050893,-2.103406,53.570894,3,2,5,2006-02-06,6,16:00,30,2006,,
200606Q051139,-2.163795,53.5284,3,1,1,2006-02-06,6,11:40,30,2006,,
200611BE10260,-1.417114,54.745385,3,1,1,2006-02-06,6,14:50,30,2006,,
200611BE10660,-1.308878,54.761263,3,1,1,2006-02-06,6,15:15,30,2006,,
200611CI14710,-1.855646,54.790555,3,2,2,2006-02-06,6,10:30,60,2006,,
200614A109506,-1.087141,53.513882,3,2,1,2006-02-06,6,12:15,40,2006,,
200614A111606,-1.171328,53.496607,3,2,2,2006-02-06,6,10:28,70,2006,,
200614A117406,-1.27367,53.497453,2,2,1,2006-02-06,6,18:57,30,2006,,
200614C081206,-1.340462,53.419008,3,2,1,2006-02-06,6,18:30,30,2006,,
200614C085706,-1.331715,53.420308,3,1,1,2006-02-06,6,11:28,40,2006,,
200614G030206,-1.46445,53.383043,3,1,1,2006-02-06,6,10:30,30,2006,,
200614G030706,-1.42777,53.405166,3,2,2,2006-02-06,6,11:01,30,2006,,
200614H042806,-1.489335,53.414164,3,2,1,2006-02-06,6,10:10,30,2006,,
200614H065006,-1.480733,53.354531,3,2,1,2006-02-06,6,15:00,30,2006,,
2006160A02270,-0.073559,53.552367,3,2,1,2006-02-06,6,18:05,30,2006,,
2006160B02180,-0.582011,53.551746,3,2,1,2006-02-06,6,18:30,60,2006,,
2006160D02940,-0.360078,53.751351,3,2,2,2006-02-06,6,13:05,30,2006,,
2006160D03480,-0.293604,53.77856,3,2,3,2006-02-06,6,23:54,30,2006,,
2006160D05510,-0.401767,53.76387,3,2,1,2006-02-06,6,19:30,30,2006,,
2006160D08580,-0.349432,53.748239,3,2,1,2006-02-06,6,8:45,30,2006,,
2006170M31546,-1.2122,54.521525,3,2,1,2006-02-06,6,12:30,30,2006,,
2006170S11776,-1.330818,54.561514,3,4,1,2006-02-06,6,14:10,30,2006,,
2006170S11796,-1.318456,54.560906,3,2,1,2006-02-06,6,9:00,30,2006,,
200620D150001,-1.866335,52.50689,3,2,1,2006-02-06,6,0:29,30,2006,,
200620D153103,-1.872326,52.473454,3,2,1,2006-02-06,6,15:30,30,2006,,
200620D154803,-1.780577,52.479253,3,2,2,2006-02-06,6,17:30,30,2006,,
200620D158601,-1.843147,52.522864,3,1,1,2006-02-06,6,20:14,30,2006,,
200620D165602,-1.874905,52.550322,3,2,1,2006-02-06,6,19:40,30,2006,,
200620D165702,-1.856624,52.593363,3,2,1,2006-02-06,6,8:55,30,2006,,
200620D171002,-1.812095,52.546463,2,2,1,2006-02-06,6,19:25,30,2006,,
200620D192603,-1.773651,52.480318,3,2,1,2006-02-06,6,19:17,30,2006,,
200620E086501,-1.925809,52.448507,3,2,1,2006-02-06,6,16:00,30,2006,,
200620E091501,-1.940974,52.441683,3,2,1,2006-02-06,6,15:30,30,2006,,
200620E095302,-1.899682,52.420618,3,2,4,2006-02-06,6,21:44,30,2006,,
200620F118703,-1.903029,52.50351,3,1,2,2006-02-06,6,18:00,30,2006,,
200620G035102,-2.104544,52.556095,3,3,1,2006-02-06,6,17:30,40,2006,,
200620H039802,-2.043063,52.583373,3,2,1,2006-02-06,6,22:19,30,2006,,
200620J046401,-2.083658,52.509723,2,1,1,2006-02-06,6,16:00,30,2006,,
200620K050001,-1.933019,52.545604,3,1,1,2006-02-06,6,15:24,40,2006,,
200620K051002,-1.991864,52.505527,1,2,1,2006-02-06,6,7:20,30,2006,,
200620K053202,-1.998201,52.463094,3,3,1,2006-02-06,6,9:33,40,2006,,
200620L087901,-1.826019,52.418734,2,2,2,2006-02-06,6,21:21,30,2006,,
200620M033501,-1.513065,52.410038,3,2,3,2006-02-06,6,12:25,30,2006,,
200620M035401,-1.509476,52.415507,3,2,1,2006-02-06,6,12:40,30,2006,,
200620M035602,-1.507507,52.394282,3,1,1,2006-02-06,6,18:05,30,2006,,
200620M036102,-1.452879,52.402852,3,2,1,2006-02-06,6,9:36,30,2006,,
200622DA51804,-2.254856,52.379659,3,3,1,2006-02-06,6,15:25,30,2006,,
200622DE51744,-1.945719,52.291007,3,5,1,2006-02-06,6,21:01,30,2006,,
200622DE51860,-1.886715,52.373767,3,2,1,2006-02-06,6,20:21,70,2006,,
200622FA48858,-2.336356,52.645204,3,2,1,2006-02-06,6,21:05,60,2006,,
200622FA49599,-3.04546,52.84128,3,2,1,2006-02-06,6,7:50,60,2006,,
200630B000219,-1.983248,53.460558,3,1,1,2006-02-06,6,23:30,30,2006,,
200630C000281,-1.404657,53.164056,3,3,1,2006-02-06,6,9:45,30,2006,,
200630D000386,-1.557447,52.777995,3,2,1,2006-02-06,6,16:28,30,2006,,
20063102A1434,-1.243701,53.071002,3,2,1,2006-02-06,6,19:13,60,2006,,
20063102A1628,-1.240602,53.145324,3,1,1,2006-02-06,6,2:10,60,2006,,
20063102B1480,-1.101054,53.29798,3,2,1,2006-02-06,6,18:10,30,2006,,
20063102B2120,-0.923276,53.255067,3,2,1,2006-02-06,6,16:27,60,2006,,
20063102B3868,-1.172014,53.283122,3,2,2,2006-02-06,6,5:20,60,2006,,
20063102C1599,-1.18645,53.012192,3,3,2,2006-02-06,6,14:25,30,2006,,
20063102C1647,-1.173422,52.976324,3,2,1,2006-02-06,6,10:30,30,2006,,
20063102C1648,-1.152676,52.955771,3,2,1,2006-02-06,6,16:00,30,2006,,
20063104D1433,-0.977611,52.949719,3,2,1,2006-02-06,6,11:10,40,2006,,
20063108B1509,-1.042711,53.17599,3,2,1,2006-02-06,6,13:35,60,2006,,
200632B151406,0.010684,52.807095,3,2,1,2006-02-06,6,13:00,30,2006,,
200632B155706,-0.000098,52.762861,1,2,2,2006-02-06,6,22:30,60,2006,,
200632D155806,-0.570326,53.199036,3,3,2,2006-02-06,6,6:51,30,2006,,
200634NC03019,-0.711873,52.50436,3,3,1,2006-02-06,6,18:00,30,2006,,
200634NE03053,-0.624433,52.383797,3,2,1,2006-02-06,6,19:40,60,2006,,
200634NK03117,-0.686883,52.378754,3,2,1,2006-02-06,6,23:25,30,2006,,
200634WN03051,-0.886027,52.241441,3,1,2,2006-02-06,6,3:15,30,2006,,
200634WS03052,-1.146916,52.032508,3,2,3,2006-02-06,6,10:30,30,2006,,
200637B025343,0.675262,52.258817,2,2,1,2006-02-06,6,17:20,60,2006,,
200637B025355,0.99222,52.195084,3,2,1,2006-02-06,6,19:35,30,2006,,
200637G020122,1.12261,52.038265,3,2,1,2006-02-06,6,16:00,30,2006,,
200637G020126,1.143337,52.061368,2,2,1,2006-02-06,6,13:30,30,2006,,
200637G020148,1.180485,52.031769,3,2,1,2006-02-06,6,16:00,30,2006,,
200637L012963,1.725578,52.482178,3,2,1,2006-02-06,6,13:12,30,2006,,
200640B013340,-0.48835,52.121568,3,1,1,2006-02-06,6,16:25,30,2006,,
200640B013460,-0.520036,52.086634,3,3,1,2006-02-06,6,11:10,60,2006,,
200640B014400,-0.301955,52.156256,3,2,1,2006-02-06,6,18:00,60,2006,,
20064100B0390,-0.235671,51.783466,3,3,2,2006-02-06,6,15:46,60,2006,,
20064100F4498,-0.301008,51.730745,3,2,1,2006-02-06,6,20:07,70,2006,,
20064100K0296,-0.045545,51.690713,3,2,1,2006-02-06,6,15:33,70,2006,,
200642A027706,0.546382,51.893678,3,1,1,2006-02-06,6,17:47,30,2006,,
200642C030106,0.465506,51.679925,3,2,1,2006-02-06,6,9:30,40,2006,,
200642C030506,0.373252,51.722206,3,2,1,2006-02-06,6,19:42,60,2006,,
200642E019306,0.905791,51.917454,3,2,1,2006-02-06,6,8:30,30,2006,,
200642E019606,0.863755,51.889975,3,2,2,2006-02-06,6,17:40,30,2006,,
200642J019606,0.61335,51.551626,2,2,1,2006-02-06,6,13:55,30,2006,,
200643N011066,-0.524125,51.669557,2,1,4,2006-02-06,6,2:10,60,2006,,
200643N012066,-0.706336,51.578098,3,2,1,2006-02-06,6,9:00,30,2006,,
200643P008066,-1.174274,51.900443,3,2,2,2006-02-06,6,10:14,30,2006,,
200643P012066,-1.244095,51.749767,3,2,1,2006-02-06,6,16:15,30,2006,,
200643P020066,-1.492267,51.77322,3,2,1,2006-02-06,6,18:40,40,2006,,
200643P039066,-1.264807,51.776693,3,1,1,2006-02-06,6,18:15,30,2006,,
200643S003066,-0.733962,52.005686,3,2,3,2006-02-06,6,14:50,40,2006,,
200643S014066,-0.699898,52.039932,3,2,1,2006-02-06,6,17:38,30,2006,,
200643W005066,-0.883729,51.476872,3,2,1,2006-02-06,6,17:30,30,2006,,
200643W026066,-0.841482,51.427904,3,2,1,2006-02-06,6,10:18,70,2006,,
200643W097066,-1.23751,51.400127,3,2,1,2006-02-06,6,18:07,30,2006,,
200645EL86272,-0.457389,51.37303,3,1,1,2006-02-06,6,8:25,30,2006,,
200645GU86143,-0.528658,51.251738,3,2,1,2006-02-06,6,8:35,30,2006,,
200645MO86592,-0.367536,51.224961,3,2,1,2006-02-06,6,17:00,30,2006,,
200645RE86199,-0.162539,51.172279,3,2,1,2006-02-06,6,10:38,30,2006,,
200645RE86204,-0.164601,51.246415,2,2,2,2006-02-06,6,7:38,30,2006,,
200645RE86843,-0.232629,51.3257,3,3,1,2006-02-06,6,10:53,30,2006,,
200645RU86548,-0.548813,51.435167,2,1,1,2006-02-06,6,21:00,50,2006,,
200645RU86553,-0.50805,51.374766,3,2,1,2006-02-06,6,7:20,50,2006,,
200645SP86499,-0.466083,51.435283,3,1,1,2006-02-06,6,23:00,30,2006,,
200645TA86330,-0.093073,51.240145,3,3,1,2006-02-06,6,8:50,30,2006,,
200645WA86377,-0.616633,51.185186,2,1,1,2006-02-06,6,18:00,30,2006,,
200650A51G325,-5.071136,50.145451,3,2,1,2006-02-06,6,19:35,30,2006,,
200650B31G337,-4.699219,50.465846,3,2,2,2006-02-06,6,11:10,60,2006,,
200650B51H432,-4.461684,50.456274,3,1,2,2006-02-06,6,1:05,30,2006,,
200650C21G476,-4.133257,51.070217,3,2,1,2006-02-06,6,18:40,60,2006,,
200650D31G936,-3.306958,50.679758,3,2,1,2006-02-06,6,15:30,60,2006,,
200650D33H766,-3.237519,50.687441,3,1,2,2006-02-06,6,17:45,30,2006,,
200650D36G565,-3.075827,50.779247,3,3,2,2006-02-06,6,15:20,60,2006,,
200650E21G332,-4.134405,50.41273,3,2,2,2006-02-06,6,17:32,30,2006,,
200650E41G361,-4.177225,50.37344,3,1,1,2006-02-06,6,14:27,30,2006,,
200650F41G467,-3.681326,50.595814,2,2,1,2006-02-06,6,21:30,60,2006,,
200654AD25406,-1.797262,51.078268,3,2,1,2006-02-06,6,15:20,30,2006,,
200654AM25006,-1.827433,51.179749,3,3,1,2006-02-06,6,16:09,40,2006,,
200654CS28806,-2.197762,51.431844,3,2,1,2006-02-06,6,19:00,30,2006,,
200654CS29006,-2.249616,51.417987,2,3,3,2006-02-06,6,18:49,30,2006,,
200654DC25606,-1.780699,51.560566,3,2,1,2006-02-06,6,16:36,30,2006,,
200654DW25406,-1.846653,51.552039,3,2,2,2006-02-06,6,14:47,30,2006,,
200654DW25806,-1.809139,51.555401,3,2,1,2006-02-06,6,10:49,40,2006,,
2006556B02527,-1.79013,50.729074,3,2,1,2006-02-06,6,16:35,30,2006,,
2006556P02523,-1.98013,50.734926,3,2,1,2006-02-06,6,17:32,30,2006,,
2006600DE4043,-3.457726,53.295246,3,3,1,2006-02-06,6,17:13,30,2006,,
200663AC22306,-4.39858,52.034286,3,2,1,2006-02-06,6,11:58,60,2006,,
200663DP18606,-3.423256,52.511623,3,2,3,2006-02-06,6,19:52,60,2006,,
200697AC00306,-4.280574,55.8621,3,2,1,2006-02-06,6,18:10,30,2006,,
200697AD00106,-4.310816,55.870793,3,3,2,2006-02-06,6,16:00,30,2006,,
200697ED00206,-4.124228,55.861214,2,1,1,2006-02-06,6,14:45,30,2006,,
200697KA00306,-4.415957,55.846933,3,1,1,2006-02-06,6,20:10,30,2006,,
200697NA01706,-4.002634,55.861546,3,2,5,2006-02-06,6,16:30,30,2006,,
200697QA00306,-4.175686,55.766845,3,1,1,2006-02-06,6,16:55,30,2006,,
200697QD00106,-4.144677,55.811788,3,2,1,2006-02-06,6,5:00,30,2006,,
200697UA70306,-4.706605,55.65418,3,2,2,2006-02-06,6,21:15,30,2006,,
200697UC00306,-4.502316,55.619328,3,2,1,2006-02-06,6,0:05,30,2006,,
2.01E+12,-2.71523,53.208613,3,2,1,2006-02-07,1,17:05,30,2006,,
2.01E+12,-2.652589,53.352798,3,2,4,2006-02-07,1,16:03,30,2006,,
2.01E+12,-2.216703,53.312856,3,2,2,2006-02-07,1,18:30,60,2006,,
2.01E+12,-2.575488,53.261326,3,2,1,2006-02-07,1,17:30,30,2006,,
2.01E+12,-2.735349,53.080482,1,2,2,2006-02-07,1,16:08,60,2006,,
2.01E+12,-2.386763,53.146938,3,2,1,2006-02-07,1,10:51,40,2006,,
2.01E+12,-2.594477,53.398136,3,3,3,2006-02-07,1,12:25,30,2006,,
2.01E+12,-2.597559,53.41412,3,2,2,2006-02-07,1,18:15,40,2006,,
2.01E+12,-1.384987,54.927748,3,2,1,2006-02-07,1,4:40,30,2006,,
2.01E+12,-1.498117,54.990814,2,2,2,2006-02-07,1,10:12,60,2006,,
2.01E+12,-1.522305,55.177916,3,1,1,2006-02-07,1,19:15,30,2006,,
2.01E+12,-1.547444,54.912824,3,2,1,2006-02-07,1,17:10,70,2006,,
2.01E+12,-2.119543,55.676782,2,2,1,2006-02-07,1,13:03,60,2006,,
2.01E+12,-1.42959,54.885548,3,2,2,2006-02-07,1,16:20,30,2006,,
2.01E+12,-1.503923,54.86206,2,2,2,2006-02-07,1,15:30,30,2006,,
2.01E+12,-1.541995,55.104035,3,1,1,2006-02-07,1,15:39,50,2006,,
2.01E+12,-1.257201,53.886734,3,2,1,2006-02-07,1,2:17,30,2006,,
2.01E+12,-1.523648,53.856359,3,2,1,2006-02-07,1,15:58,30,2006,,
2.01E+12,-1.778047,53.703491,3,2,1,2006-02-07,1,13:25,30,2006,,
2.01E+12,-1.602025,53.815928,3,1,1,2006-02-07,1,15:27,30,2006,,
2.01E+12,-1.734652,53.714818,3,2,1,2006-02-07,1,10:30,30,2006,,
2.01E+12,-1.641318,53.803469,3,2,1,2006-02-07,1,12:19,30,2006,,
2.01E+12,-1.769304,53.778706,3,2,1,2006-02-07,1,16:15,30,2006,,
2.01E+12,-1.752978,53.767888,3,2,1,2006-02-07,1,13:50,40,2006,,
2.01E+12,-2.020241,52.700068,3,2,1,2006-02-07,1,13:54,30,2006,,
2.01E+12,-2.186766,52.536845,3,2,1,2006-02-07,1,16:20,30,2006,,
2.01E+12,-1.624503,52.806813,3,3,2,2006-02-07,1,11:50,30,2006,,
2.01E+12,-1.534992,52.282013,3,2,1,2006-02-07,1,12:20,30,2006,,
2.01E+12,-1.434673,52.366715,3,2,2,2006-02-07,1,8:15,60,2006,,
2.01E+12,-1.730882,52.491556,3,3,2,2006-02-07,1,11:35,60,2006,,
2.01E+12,-0.901198,52.781464,2,1,1,2006-02-07,1,22:10,40,2006,,
2.01E+12,-1.09673,52.625247,3,2,1,2006-02-07,1,20:26,30,2006,,
2.01E+12,-0.210632,52.598452,3,2,1,2006-02-07,1,9:15,60,2006,,
2.01E+12,0.225914,52.126161,3,2,3,2006-02-07,1,10:23,60,2006,,
2.01E+12,-0.295634,52.573093,3,1,1,2006-02-07,1,14:10,70,2006,,
2.01E+12,0.081231,52.228616,3,2,1,2006-02-07,1,19:40,60,2006,,
2.01E+12,0.474905,52.78528,3,2,1,2006-02-07,1,12:20,60,2006,,
2.01E+12,0.46045,52.715713,3,2,1,2006-02-07,1,22:37,40,2006,,
2.01E+12,1.296523,52.638828,3,2,1,2006-02-07,1,18:02,30,2006,,
2.01E+12,-1.077325,50.806819,3,1,3,2006-02-07,1,0:30,30,2006,,
2.01E+12,-1.165467,50.710808,2,2,1,2006-02-07,1,3:34,60,2006,,
2.01E+12,-1.05662,50.791905,3,2,1,2006-02-07,1,12:36,30,2006,,
2.01E+12,-1.094511,50.842835,3,3,1,2006-02-07,1,16:01,70,2006,,
2.01E+12,-1.433005,50.934268,3,2,1,2006-02-07,1,17:16,30,2006,,
2.01E+12,-0.983908,50.84741,3,2,1,2006-02-07,1,16:55,60,2006,,
2.01E+12,-1.655069,50.752853,2,2,1,2006-02-07,1,20:49,30,2006,,
2.01E+12,-1.571604,50.827037,3,3,2,2006-02-07,1,12:15,40,2006,,
2.01E+12,0.526685,51.278498,3,2,1,2006-02-07,1,11:10,30,2006,,
2.01E+12,1.42785,51.385635,2,3,1,2006-02-07,1,21:13,30,2006,,
2.01E+12,1.389256,51.357524,3,2,2,2006-02-07,1,10:05,30,2006,,
2.01E+12,0.264745,51.116039,3,1,3,2006-02-07,1,18:42,60,2006,,
2.01E+12,0.158223,51.405214,3,2,2,2006-02-07,1,1:35,40,2006,,
2.01E+12,-0.131151,50.81906,3,2,1,2006-02-07,1,14:13,30,2006,,
2.01E+12,0.444238,50.869672,3,2,1,2006-02-07,1,9:40,40,2006,,
2.01E+12,-0.542741,50.804873,3,1,1,2006-02-07,1,19:55,30,2006,,
2.01E+12,0.55128,50.851639,3,2,1,2006-02-07,1,8:20,30,2006,,
2.01E+12,-0.143331,50.823392,2,1,3,2006-02-07,1,18:41,30,2006,,
2.01E+12,-0.35103,51.033358,3,2,1,2006-02-07,1,8:45,30,2006,,
2.01E+12,-0.133437,50.822245,3,2,1,2006-02-07,1,16:30,30,2006,,
2.01E+12,-0.575281,50.808243,3,2,1,2006-02-07,1,12:00,40,2006,,
2.01E+12,-0.146884,51.127426,3,1,1,2006-02-07,1,22:38,30,2006,,
2.01E+12,-2.661591,50.955892,3,2,1,2006-02-07,1,20:50,30,2006,,
2.01E+12,-2.665141,50.955243,3,2,1,2006-02-07,1,9:45,30,2006,,
2.01E+12,-3.001975,51.125767,3,2,1,2006-02-07,1,13:00,30,2006,,
2.01E+12,-2.766132,50.98403,3,1,1,2006-02-07,1,1:50,30,2006,,
2.01E+12,-2.574101,51.030993,2,3,8,2006-02-07,1,14:02,60,2006,,
2.01E+12,-2.965898,51.348361,3,2,2,2006-02-07,1,8:45,30,2006,,
2.01E+12,-2.578431,51.503327,3,2,1,2006-02-07,1,14:30,30,2006,,
2.01E+12,-2.749064,51.453356,3,2,2,2006-02-07,1,10:06,60,2006,,
2.01E+12,-2.981632,51.338789,3,2,1,2006-02-07,1,1:49,30,2006,,
2.01E+12,-2.604828,51.451221,3,2,2,2006-02-07,1,22:00,30,2006,,
2.01E+12,-2.561206,51.532004,2,2,1,2006-02-07,1,11:32,30,2006,,
2.01E+12,-2.735959,51.129902,3,1,1,2006-02-07,1,14:00,20,2006,,
2.01E+12,-2.581696,51.465546,3,2,1,2006-02-07,1,17:50,30,2006,,
2.01E+12,-2.499962,51.415928,3,1,1,2006-02-07,1,17:15,30,2006,,
2.01E+12,-2.436836,51.310525,3,2,1,2006-02-07,1,10:45,60,2006,,
2.01E+12,-1.747942,51.901001,1,4,1,2006-02-07,1,11:07,50,2006,,
2.01E+12,-2.102713,51.831815,3,2,1,2006-02-07,1,20:13,60,2006,,
2.01E+12,-2.24817,51.866484,3,1,1,2006-02-07,1,16:05,30,2006,,
2.01E+12,-3.137792,51.678534,3,1,1,2006-02-07,1,17:36,30,2006,,
2.01E+12,-3.01997,51.571535,3,3,1,2006-02-07,1,19:30,30,2006,,
2.01E+12,-3.817808,51.625734,3,2,1,2006-02-07,1,16:20,30,2006,,
2.01E+12,-2.879407,56.64614,3,1,1,2006-02-07,1,6:05,30,2006,,
2.01E+12,-2.464565,56.726989,3,1,1,2006-02-07,1,2:15,30,2006,,
2.01E+12,-2.966586,56.464814,3,2,2,2006-02-07,1,13:10,30,2006,,
2.01E+12,-2.998656,55.891489,2,2,4,2006-02-07,1,14:55,60,2006,,
2.01E+12,-3.21228,55.701407,2,2,1,2006-02-07,1,12:40,60,2006,,
2.01E+12,-3.306675,55.959504,3,2,1,2006-02-07,1,18:50,40,2006,,
2.01E+12,-3.210877,55.948981,3,2,2,2006-02-07,1,12:20,30,2006,,
200601BS70370,-0.177585,51.493831,3,2,1,2006-02-07,1,11:32,30,2006,,
200601BS70373,-0.192498,51.488307,3,1,1,2006-02-07,1,21:44,30,2006,,
200601CW10825,-0.166251,51.528546,3,1,1,2006-02-07,1,11:00,30,2006,,
200601EO40671,-0.194831,51.553179,3,1,1,2006-02-07,1,15:45,30,2006,,
200601EO40714,-0.087367,51.546261,3,2,1,2006-02-07,1,19:40,30,2006,,
200601FH10293,-0.208949,51.472822,3,2,1,2006-02-07,1,3:55,30,2006,,
200601FH10305,-0.226668,51.502317,3,1,2,2006-02-07,1,2:10,30,2006,,
200601FH10314,-0.228408,51.505761,3,3,1,2006-02-07,1,15:06,30,2006,,
200601HT20374,-0.055581,51.534048,3,3,1,2006-02-07,1,16:40,30,2006,,
200601JC30414,-0.005433,51.632216,2,1,2,2006-02-07,1,13:05,30,2006,,
200601JI40366,0.08888,51.558812,2,2,1,2006-02-07,1,21:50,30,2006,,
200601JI40440,0.066201,51.561372,3,2,3,2006-02-07,1,21:41,30,2006,,
200601KD50369,0.172716,51.586337,3,2,1,2006-02-07,1,11:51,50,2006,,
200601MM70576,-0.062445,51.453855,3,2,1,2006-02-07,1,8:30,30,2006,,
200601PL60459,-0.052662,51.440204,3,2,1,2006-02-07,1,12:25,30,2006,,
200601PL60473,-0.008027,51.460677,3,2,2,2006-02-07,1,17:12,30,2006,,
200601QA10279,-0.312716,51.598997,3,2,2,2006-02-07,1,20:35,30,2006,,
200601QA10288,-0.271879,51.598313,3,2,2,2006-02-07,1,21:00,30,2006,,
200601QK50402,-0.225993,51.541965,3,2,1,2006-02-07,1,14:02,30,2006,,
200601RG40394,0.018918,51.45473,3,2,1,2006-02-07,1,14:25,30,2006,,
200601RG40423,-0.014557,51.472748,3,1,1,2006-02-07,1,5:46,30,2006,,
200601TB00167,-0.389719,51.569235,2,2,1,2006-02-07,1,11:12,30,2006,,
200601TC00188,-0.028096,51.582779,2,2,4,2006-02-07,1,19:22,30,2006,,
200601TX20380,-0.375463,51.475248,3,2,1,2006-02-07,1,12:10,30,2006,,
200601WW50454,-0.144359,51.442861,3,2,1,2006-02-07,1,22:30,30,2006,,
200601WW50588,-0.15729,51.46123,3,2,1,2006-02-07,1,16:00,30,2006,,
200601XD80513,-0.283098,51.526718,3,2,1,2006-02-07,1,14:53,30,2006,,
200601XD80542,-0.337753,51.553943,3,2,2,2006-02-07,1,17:00,30,2006,,
200601XH30376,-0.411002,51.49264,3,2,1,2006-02-07,1,9:00,70,2006,,
200601YE80414,-0.135173,51.646848,2,2,3,2006-02-07,1,18:20,30,2006,,
200601YE80422,-0.071916,51.614892,3,2,2,2006-02-07,1,13:10,30,2006,,
200601YR90499,-0.121747,51.604459,3,2,1,2006-02-07,1,15:35,30,2006,,
200601ZD30564,-0.056549,51.358792,3,2,1,2006-02-07,1,16:16,30,2006,,
200604AL06105,-2.889521,53.806369,3,2,1,2006-02-07,1,10:52,70,2006,,
200604BB06115,-2.848376,54.077033,3,2,2,2006-02-07,1,18:29,30,2006,,
200604BC06140,-3.006354,53.827648,2,2,1,2006-02-07,1,13:40,30,2006,,
200604DA06095,-2.699982,53.759358,2,1,1,2006-02-07,1,11:30,30,2006,,
200604DF06138,-2.6977,53.777258,3,2,1,2006-02-07,1,16:50,30,2006,,
200604EL06098,-2.412758,53.750534,3,2,1,2006-02-07,1,1:45,30,2006,,
200604FA06116,-2.247732,53.797008,2,1,1,2006-02-07,1,18:00,30,2006,,
200604FA06117,-2.253615,53.790614,2,1,2,2006-02-07,1,1:30,30,2006,,
200604FA06120,-2.224374,53.801099,2,1,1,2006-02-07,1,3:02,30,2006,,
200605AA09348,-3.079183,53.331544,2,1,1,2006-02-07,1,22:42,40,2006,,
200605CC09433,-2.869065,53.403644,2,1,1,2006-02-07,1,19:55,30,2006,,
200605CC10157,-2.848249,53.408288,3,2,1,2006-02-07,1,4:45,30,2006,,
200605DD09436,-2.615772,53.456365,2,5,3,2006-02-07,1,12:15,30,2006,,
200605FF09518,-2.943957,53.38249,3,2,1,2006-02-07,1,17:55,30,2006,,
200605FF09641,-2.915508,53.394937,3,2,2,2006-02-07,1,5:14,30,2006,,
200606A052481,-2.224188,53.480843,3,2,2,2006-02-07,1,16:35,30,2006,,
200606A052693,-2.248108,53.525828,3,2,1,2006-02-07,1,13:10,30,2006,,
200606B052529,-2.218265,53.442472,3,2,1,2006-02-07,1,14:10,30,2006,,
200606B052530,-2.15905,53.469891,3,2,1,2006-02-07,1,18:30,30,2006,,
